College_Name,State,Fees,Rating
Jalpaiguri Government Engineering College - [JGEC],Unknown,Unknown,7.6
Jamia Millia Islamia University-[JMI],Unknown,Unknown,9.2
Jawaharlal Nehru Architecture and Fine Arts University - [JNAFAU],Unknown,Unknown,5.6
Jawaharlal Nehru Engineering College - [JNEC],Unknown,Unknown,10.0
Jawaharlal Nehru Technological University - [JNTUH],Unknown,Unknown,10.0
Jawaharlal Nehru Technological University - [JNTU],Unknown,Unknown,7.6
Jaypee Institute of Information Technology University - [JIIT],Unknown,Unknown,7.3
Jaypee University of Engineering and Technology - [JUET],Unknown,Unknown,8.7
Jaypee University of Information Technology - [JUIT],Unknown,Unknown,8.3
John Bosco Engineering College - [JBEC],Unknown,Unknown,10.0
Jyothishmathi Institute of Technology and Science - [JITS],Unknown,Unknown,9.3
K L University - [KLU],Unknown,Unknown,8.5
K. C. College of Engineering And Management Studies And Research,Unknown,Unknown,8.3
K. J. Somaiya College of Engineering - [KJSCE],Unknown,Unknown,9.0
KCC Institute of Technology and Management - [KCCITM],Unknown,Unknown,9.7
KCG College Of technology,Unknown,Unknown,8.4
KDK College of Engineering,Unknown,Unknown,8.2
KIET Group of Institutions - [KIET],Unknown,Unknown,8.4
KIIT School of Biotechnology - [KSBT],Unknown,Unknown,8.8
KJ Institute of Engineering and Technology - [KJIT],Unknown,Unknown,8.5
KJ Somaiya Institute of Engineering and Information Technology - [KJSIEIT],Unknown,Unknown,5.8
KLE Technological University,Unknown,Unknown,8.0
KLS Gogte Institute of Technology - [KLS GIT],Unknown,Unknown,8.4
KMEA Engineering College - [KMEA EC],Unknown,Unknown,8.4
KNS Institute of Technology - [KNSIT],Unknown,Unknown,8.9
KPR Institute of Engineering & Technology - [KPRIET],Unknown,Unknown,9.7
KS Rangasamy College of Technology,Unknown,Unknown,10.0
KSR College of Engineering,Unknown,Unknown,9.0
KVG College of Engineering - [KVGCE],Unknown,Unknown,7.2
Kakatiya Institute of Technology & Science - [KITSW],Unknown,Unknown,8.5
Kalinga Institute of Dental Sciences - [KIDS],Unknown,Unknown,7.7
Kalinga Institute of Industrial Technology - [KIIT],Unknown,Unknown,8.6
Kalinga University,Unknown,Unknown,8.3
Kalyani Government Engineering College - [KGEC],Unknown,Unknown,6.9
Kamla Nehru Institute of Technology - [KNIT],Unknown,Unknown,8.7
Kanad Institute of Engineering and Management - [KIEM],Unknown,Unknown,9.3
Kanpur Institute of Technology - [KIT],Unknown,Unknown,7.8
Karaikudi Institute of Technology and Management - [KIT & KIM],Unknown,Unknown,6.8
Karpagam Academy of Higher Education - [KAHE],Unknown,Unknown,8.0
Karpagam College of Engineering - [KCE],Unknown,Unknown,8.8
Karpagam Institute of Technology,Unknown,Unknown,5.7
Karunya Institute of Technology and Sciences - [Karunya Deemed University],Unknown,Unknown,8.8
Kelappaji College of Agricultural Engineering & Technology - [KCAET] Tavanur,Unknown,Unknown,7.8
Kerala University of Fisheries and Ocean Studies - [KUFOS] Panangad,Unknown,Unknown,8.3
Keshav Memorial Institute of Technology - [KMIT],Unknown,Unknown,9.0
Khaja Bandanawaz University - [KBNU],Unknown,Unknown,7.0
Khwaja Moinuddin Chishti Urdu Arabi-Farsi University,Unknown,Unknown,7.0
Kongu Engineering College - [KEC],Unknown,Unknown,10.0
Kothiwal Institute of Technology and Professional Studies - [KITPS],Unknown,Unknown,8.5
Krishna Chaitanya Institute of Technology and Sciences - [KITS],Unknown,Unknown,7.8
Krishna Engineering College - [KEC],Unknown,Unknown,7.8
Krishna University - [KU],Unknown,Unknown,8.8
Kruti Institute of Technology and Engineering - [KITE],Unknown,Unknown,8.7
Kumaraguru College of Technology - [KCT],Unknown,Unknown,9.3
Kunjali Marakkar School of Marine Engineering - [KMSME],Unknown,Unknown,7.8
Kuppam Engineering College - [KEC],Unknown,Unknown,7.8
L.B.S. College of Engineering - [LBSCEK],Unknown,Unknown,8.2
L.D. College of Engineering - [LDCE],Unknown,Unknown,8.2
LDRP Institute of Technology and Research - [LDRPITR],Unknown,Unknown,7.8
Lakshmi Narain College of Technology & Science - [LNCTS],Unknown,Unknown,6.9
Lakshmi Narain College of Technology - [LNCT],Unknown,Unknown,8.1
Lakshmi Narain College of Technology Excellence - [LNCTE],Unknown,Unknown,8.8
Late GN Sapkal College of Engineering,Unknown,Unknown,8.8
Laxmi Devi Institute of Engineering and Technology - [LIET],Unknown,Unknown,9.5
Laxminarayan Institute of Technology - [LIT],Unknown,Unknown,7.3
Lendi Institute of Engineering and Technology,Unknown,Unknown,8.7
Lokmanya Tilak College of Engineering - [LTCE],Unknown,Unknown,7.3
Lovely Professional University - [LPU],Unknown,Unknown,8.4
M H Saboo Siddik College of Engineering - [MHSSCOE],Unknown,Unknown,6.7
M.S. Ramaiah University of Applied Sciences - [MSRUAS],Unknown,Unknown,8.2
MBM Engineering College - [MBM],Unknown,Unknown,6.4
MEA Engineering College- [MEAEC],Unknown,Unknown,8.6
MES College of Engineering - [MESCE] Kuttippuram,Unknown,Unknown,9.2
MIC College of Technology,Unknown,Unknown,7.8
MIT Academy of Engineering - [MITAOE],Unknown,Unknown,7.8
MIT World Peace University - [MIT-WPU],Unknown,Unknown,8.5
MIT-WPU Faculty of Engineering,Unknown,Unknown,7.1
MKSSS's Cummins College of Engineering for Women,Unknown,Unknown,8.4
MLR Institute of Technology - [MLRIT],Unknown,Unknown,8.8
MNNIT Allahabad - Motilal Nehru National Institute of Technology - [MNNIT],Unknown,Unknown,7.7
MVJ College of Engineering - [MVJCE],Unknown,Unknown,8.0
MVPS's  Karmaveer Adv. Baburao Ganpatrao Thakare College of Engineering,Unknown,Unknown,9.7
Madan Mohan Malaviya University of Technology - [MMMUT],Unknown,Unknown,8.2
Madanapalle Institute of Technology & Science -[MITS],Unknown,Unknown,8.5
Madha Engineering College,Unknown,Unknown,9.5
Madhav Institute of Technology and Science - [MITS],Unknown,Unknown,8.2
Madras Institute of Technology- [MIT],Unknown,Unknown,9.1
Mahakal Institute of Technology - [MIT],Unknown,Unknown,7.4
Maharaja Agrasen Institute of Technology - [MAIT],Unknown,Unknown,7.5
Maharaja Institute of Technology Thandavapura - [MITT],Unknown,Unknown,9.3
Maharaja Sayajirao University of Baroda - [MSU],Unknown,Unknown,8.9
Maharaja Surajmal Institute of Technology - [MSIT],Unknown,Unknown,7.4
Maharana Pratap Engineering College - [MPEC],Unknown,Unknown,8.0
Maharshi Dayanand University - [MDU],Unknown,Unknown,9.5
Mahatma Gandhi Chitrakoot Gramoday Vishwavidyalaya- [MGCGV],Unknown,Unknown,3.2
Mahatma Gandhi Institute of Technology - [MGIT],Unknown,Unknown,7.7
Mahatma Jyotiba Phule Rohilkhand University - [MJPRU],Unknown,Unknown,6.5
Mahaveer Institute of Science and Technology- [MIST],Unknown,Unknown,7.0
Mahendra Engineering College,Unknown,Unknown,7.2
Mahendra Institute of Technology - [MIT],Unknown,Unknown,7.8
Malaviya National Institute of Technology - [MNIT],Unknown,Unknown,7.4
Malla Reddy College of Engineering - [MRCE],Unknown,Unknown,9.0
Malla Reddy College of Engineering and Technology- [MRCET],Unknown,Unknown,7.0
Malla Reddy Engineering College - [MREC],Unknown,Unknown,8.8
Malla Reddy Engineering College for Women - [MRECW],Unknown,Unknown,10.0
Malla Reddy Institute of Engineering and Technology- [MRIET],Unknown,Unknown,7.5
Malla Reddy Institute of Technology - [MRIT],Unknown,Unknown,8.0
Malla Reddy Institute of Technology and Science - [MRITS],Unknown,Unknown,8.0
Malnad College of Engineering - [MCE],Unknown,Unknown,6.8
Manakula Vinayagar Institute of Technology - [MVIT],Unknown,Unknown,9.0
Manav Rachna International Institute of Research and Studies - [MRIIRS],Unknown,Unknown,7.7
Mangalore Institute of Technology and Engineering - [MITE],Unknown,Unknown,9.2
Manipal Academy of Higher Education - [MAHE],Unknown,Unknown,8.7
Manipal Institute of Technology - [MIT],Unknown,Unknown,8.3
Manipal University - [MUJ],Unknown,Unknown,8.3
Mar Athanasius College of Engineering - [MACE],Unknown,Unknown,9.5
Mar Baselios College of Engineering and Technology - [MBCET] Nalanchira,Unknown,Unknown,7.5
Mar Baselios Institute of Technology and Science - [MBITS],Unknown,Unknown,7.8
Marathwada Institute of Technology - [MIT],Unknown,Unknown,5.8
Marathwada Mitra Mandal's College of Engineering - [MMCOE] Karvenagar,Unknown,Unknown,7.7
Marathwada Mitramandal's College of Commerce - [MMCC],Unknown,Unknown,8.0
Marine Engineering And Research Institute - [MERI],Unknown,Unknown,9.5
Marri Laxman Reddy Institute of Technology & Management - [MLRITM],Unknown,Unknown,7.3
Marwadi University - [MU],Unknown,Unknown,9.5
Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare,Unknown,Unknown,7.8
Matrusri Engineering College,Unknown,Unknown,8.7
Matsyodari Shikshan Sanstha's College of Engineering and Technology,Unknown,Unknown,6.8
Maturi Venkata Subba Rao Engineering College - [MVSREC],Unknown,Unknown,8.0
Maulana Azad National Institute of Technology  - [MANIT],Unknown,Unknown,8.4
Medi-Caps University,Unknown,Unknown,7.7
Meerut Institute of Engineering and Technology - [MIET],Unknown,Unknown,9.2
Meerut Institute of Technology - [MIT],Unknown,Unknown,8.7
Meghnad Saha Institute of Technology - [MSIT],Unknown,Unknown,7.6
Methodist College of Engineering & Technology - [MCET],Unknown,Unknown,6.7
Modern Education Society's College of Engineering - [MESCOE],Unknown,Unknown,7.5
Mody University,Unknown,Unknown,8.0
Mohamed Sathak AJ College of Engineering - [MSAJCE],Unknown,Unknown,7.0
Mohan Babu University - [MBU],Unknown,Unknown,8.2
Moradabad Institute of Technology - [MIT],Unknown,Unknown,7.3
Mother Teresa Institute of Science and Technology,Unknown,Unknown,8.0
Motihari College of Engineering - [MCE],Unknown,Unknown,7.5
Muffakham Jah College of Engineering & Technology - [MJCET],Unknown,Unknown,8.5
Mukesh Patel School of Technology Management and Engineering - [MPSTME],Unknown,Unknown,9.5
Mumbai University - [MU],Unknown,Unknown,10.0
Musaliar College of Engineering and Technology,Unknown,Unknown,8.2
Muthayammal Engineering College - [MEC],Unknown,Unknown,9.3
Muthoot Institute of Technology & Science - [MITS],Unknown,Unknown,8.4
Muzaffarpur Institute of Technology - [MIT],Unknown,Unknown,7.6
N.B. Navale Sinhgad College of Engineering,Unknown,Unknown,8.7
NBKR Institute of Science and Technology Vidyanagar - [NBKRIST],Unknown,Unknown,7.8
NIE Institute of Technology - [NIEIT],Unknown,Unknown,8.0
NIT Silchar,Unknown,Unknown,7.8
NIT Trichy,Unknown,Unknown,9.0
NIT Warangal,Unknown,Unknown,8.1
NMAM Institute of Technology - [NMAMIT],Unknown,Unknown,7.6
NPR College of Engineering and Technology,Unknown,Unknown,8.5
NRI Institute of Information Science and Technology - [NIIST],Unknown,Unknown,5.7
NRI Institute of Technology - [NRIIT],Unknown,Unknown,8.1
NS Raju Institute of Technology - [NSRIT],Unknown,Unknown,8.0
Nalla Malla Reddy Engineering College - [NMREC],Unknown,Unknown,9.5
Nandha Engineering College - [NEC],Unknown,Unknown,5.0
Narsee Monjee Institute of Management Studies -[NMIMS Deemed to be University],Unknown,Unknown,9.1
Narsimha Reddy Engineering College - [NRCM],Unknown,Unknown,8.8
Narula Institute of Technology - [NIT Agarpara],Unknown,Unknown,7.6
National Dairy Research Institute - [NDRI],Unknown,Unknown,9.5
National Fire Service College - [NFSC],Unknown,Unknown,9.0
National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],Unknown,Unknown,8.4
National Institute of Science and Technology - [NIST],Unknown,Unknown,8.3
National Institute of Technology - [NITC],Unknown,Unknown,8.5
National Institute of Technology - [NITK],Unknown,Unknown,8.8
National Institute of Technology - [NITP],Unknown,Unknown,7.9
National Institute of Technology - [NIT],Unknown,Unknown,8.4
National Institute of Technology - [NIT] Meghalaya,Unknown,Unknown,7.5
Navrachana University - [NUV],Unknown,Unknown,10.0
Neil Gogte Institute of Technology - [NGIT],Unknown,Unknown,7.8
Neotia Institute of Technology Management and Science - [NITMAS],Unknown,Unknown,6.9
Netaji Subhas Institute of Technology - [NSIT],Unknown,Unknown,8.2
Netaji Subhas University of Technology - [NSUT],Unknown,Unknown,7.8
Netaji Subhas University of Technology - [NSUT] East Campus,Unknown,Unknown,3.2
Netaji Subhash Engineering College - [NSEC],Unknown,Unknown,8.3
New Horizon College of Engineering - [NHCE],Unknown,Unknown,8.3
Nirma University - [NU],Unknown,Unknown,9.4
Nitte Meenakshi Institute of Technology - [NMIT],Unknown,Unknown,8.5
Noida Institute of Engineering and Technology - [NIET],Unknown,Unknown,8.2
North Eastern Regional Institute of Science and Technology - [NERIST],Unknown,Unknown,7.0
Nowgong Engineering College,Unknown,Unknown,9.5
Oriental College of Technology - [OCT],Unknown,Unknown,6.3
Oriental Institute of Science and Technology - [OIST],Unknown,Unknown,7.0
P. V. Narsimha Rao Telangana Veterinary University Rajendra Nagar,Unknown,Unknown,9.5
P.B. College of Engineering - [PBCE],Unknown,Unknown,5.5
P.S.G College of Technology - [PSGCT],Unknown,Unknown,9.8
PA College of Engineering - [PACE],Unknown,Unknown,8.4
PACE Institute of Technology and Sciences,Unknown,Unknown,9.3
PBR Visvodaya Institute of Technology and Science [PBR VITS],Unknown,Unknown,8.8
PDA College of Engineering,Unknown,Unknown,8.3
"PDM University, Bahadurgarh",Unknown,Unknown,9.3
PES College of Engineering - [PESCE],Unknown,Unknown,7.6
PES Institute of Technology and Management - [PESITM],Unknown,Unknown,8.3
PES University - [PESU],Unknown,Unknown,7.9
PES University Electronic City Campus,Unknown,Unknown,7.3
PSN Institute of Technology and Science - [PSNITS],Unknown,Unknown,8.2
PSNA College of Engineering and Technology,Unknown,Unknown,9.0
PVKK Institute of Technology - [PVKKIT],Unknown,Unknown,8.7
Pacific School of  Engineering - [PSE],Unknown,Unknown,6.5
Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT],Unknown,Unknown,6.7
Pandit Deendayal Energy University - [PDEU],Unknown,Unknown,9.5
"Pandit Deendayal Petroleum University, School of Technology - [PDPU SOT]",Unknown,Unknown,8.5
Panimalar Engineering College,Unknown,Unknown,9.6
Parala Maharaja Engineering College - [PMEC],Unknown,Unknown,7.3
Parisutham Institute of Technology and  Science - [PITS],Unknown,Unknown,7.7
Parul Institute of Engineering and Technology - [PIET],Unknown,Unknown,7.1
Parul Institute of Technology - [PIT],Unknown,Unknown,7.5
Parul University,Unknown,Unknown,8.7
Parvatibai Genba Moze College of Engineering - [PGMCOE],Unknown,Unknown,6.6
Pillai College of Engineering - [PCE] Navi Mumbai,Unknown,Unknown,9.0
Pimpri Chinchwad College of Engineering - [PCCOE],Unknown,Unknown,8.1
Poornima College of Engineering,Unknown,Unknown,9.0
Poornima Institute of Engineering  and Technology - [PIET],Unknown,Unknown,8.6
Poornima University - [PU],Unknown,Unknown,7.7
Pragati Engineering College,Unknown,Unknown,7.9
Pranveer Singh Institute of Technology - [PSIT],Unknown,Unknown,8.6
Prathyusha Engineering College - [PEC],Unknown,Unknown,8.0
Presidency University,Unknown,Unknown,8.3
Prestige Institute of Engineering Management and Research - [PIEMR],Unknown,Unknown,8.0
Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC],Unknown,Unknown,9.5
Priyadarshini College of Engineering - [PCE],Unknown,Unknown,8.2
Progressive Education Society's Modern College of Engineering - [MCOE],Unknown,Unknown,7.2
Pune Institute of Computer Technology- [PICT],Unknown,Unknown,8.2
Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET],Unknown,Unknown,8.5
Pune Vidyarthi Griha's College of Engineering & S.S. Dhamankar Institute of Management,Unknown,Unknown,9.0
Punjab Engineering College University of Technology - [PEC],Unknown,Unknown,7.8
QIS Institute of Technology - [QISIT],Unknown,Unknown,8.0
Quantum University,Unknown,Unknown,7.0
R V College of Engineering - [RVCE],Unknown,Unknown,8.2
R.N.G. Patel Institute of Technology - [RNGPIT],Unknown,Unknown,9.0
RC Patel Institute of Technology - [RCPIT],Unknown,Unknown,6.8
RCC Institute of Information Technology - [RCCIIT],Unknown,Unknown,8.7
REVA University,Unknown,Unknown,9.3
"RH Sapat College of Engineering, Management Studies and Research",Unknown,Unknown,7.5
RISE Krishna Sai Gandhi Group of Institutions,Unknown,Unknown,8.5
RKDF University,Unknown,Unknown,6.2
RMD Engineering College,Unknown,Unknown,6.8
RMD Sinhgad School of Management Studies - [RMDSSOMS] Warje,Unknown,Unknown,5.7
RNS Institute of Technology - [RNSIT],Unknown,Unknown,8.3
RV College of Architecture - [RVCA],Unknown,Unknown,8.7
RVR and JC College of Engineering,Unknown,Unknown,7.5
RVS College of Engineering and Technology - [RVSCET],Unknown,Unknown,8.1
Rabindranath Tagore University - [RNTU],Unknown,Unknown,8.0
Raghu Engineering College - [REC],Unknown,Unknown,7.8
Rai University - [RU],Unknown,Unknown,6.7
Raj Kumar Goel Institute of Technology - [RKGIT],Unknown,Unknown,7.7
Raja Balwant Singh Engineering Technical Campus - [FETRBS],Unknown,Unknown,8.9
"Raja College of Engineering and Technology, Veerapanjan",Unknown,Unknown,8.3
Rajadhani Institute of Engineering and Technology - [RIET] Attinga,Unknown,Unknown,5.8
Rajagiri School of Engineering & Technology - [RSET],Unknown,Unknown,8.6
Rajalakshmi Engineering College - [REC],Unknown,Unknown,8.6
Rajalakshmi Institute of Technology - [RIT],Unknown,Unknown,6.7
Rajarambapu Institute of Technology - [RIT],Unknown,Unknown,7.5
Rajarshi Shahu College of Engineering - [RSCOE] Tathawade,Unknown,Unknown,8.2
Rajasthan Technical University - [RTU],Unknown,Unknown,7.0
Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],Unknown,Unknown,8.2
Rajiv Gandhi College of Engineering - [RGCE],Unknown,Unknown,9.5
"Rajiv Gandhi College of Engineering, Research and Technology - [RCERT]",Unknown,Unknown,6.7
Rajiv Gandhi Institute of Petroleum Technology - [RGIPT],Unknown,Unknown,9.3
Rajiv Gandhi Institute of Technology - [RGIT],Unknown,Unknown,8.0
Rajiv Gandhi Institute of Technology - [RIT],Unknown,Unknown,7.8
Rajiv Gandhi Proudyogiki Vishwavidyalaya - [RGPV],Unknown,Unknown,6.2
Rajiv Gandhi University of Knowledge Technologies -[RGUKT],Unknown,Unknown,8.8
Rajiv Gandhi University of Knowledge Technologies Basar- [RGUKT],Unknown,Unknown,9.3
"Rajiv Gandhi University of Knowledge Technologies, Dr.APJ Abdul Kalam IIIT Ongole Campus - [RGUKT]",Unknown,Unknown,7.7
Rajkiya Engineering College - [RECK],Unknown,Unknown,7.7
Rajkiya Engineering College - [REC],Unknown,Unknown,9.0
Rajkiya Engineering College [REC],Unknown,Unknown,8.3
Ramaiah Institute of Technology - [RIT],Unknown,Unknown,9.2
Ramgarh Engineering College - [REC],Unknown,Unknown,7.5
Ramkrishna Mahato Government Engineering College,Unknown,Unknown,9.7
Ramrao Adik Institute of Technology - [RAIT],Unknown,Unknown,8.6
Rashtriya Raksha University - [RRU],Unknown,Unknown,9.0
Rathinam Technical Campus - [RTC],Unknown,Unknown,6.8
Regent Education and Research Foundation - [RERF],Unknown,Unknown,9.2
Rewa Engineering College - [REC],Unknown,Unknown,4.7
Roever Engineering College-[REC],Unknown,Unknown,7.3
Roorkee College of Engineering - [RCE],Unknown,Unknown,8.5
Roorkee Institute of Technology - [RIT],Unknown,Unknown,9.8
Rungta College of Engineering and Technology - [RCET],Unknown,Unknown,8.0
Rustamji Institute of Technology - [RJIT],Unknown,Unknown,8.7
SASTRA University,Unknown,Unknown,8.0
SDM College of Engineering and Technology - [SDMCET],Unknown,Unknown,8.6
SG Balekundri Institute of Technology - [SGBIT],Unknown,Unknown,9.0
SJB Institute of Technology - [SJBIT],Unknown,Unknown,8.7
SNJB's College of Engineering Chandwad,Unknown,Unknown,9.7
SNS College of Technology - [SNSCT],Unknown,Unknown,8.1
SR Group of Institutions - [SRGI],Unknown,Unknown,7.7
SR Institute Of Management and Technology - [SRIMT],Unknown,Unknown,9.0
SR International Institute of Technology - [SRIIT],Unknown,Unknown,7.0
SR University - [SRU],Unknown,Unknown,7.8
SRM Institute of Science and Technology - [SRMIST],Unknown,Unknown,8.5
SRM Institute of Science and Technology Ramapuram Campus,Unknown,Unknown,7.2
SRM University,Unknown,Unknown,6.2
SRM Valliammai Engineering college -[VEC],Unknown,Unknown,7.3
SRMIST Delhi NCR Campus,Unknown,Unknown,7.6
SSBT's College of Engineering and Technology,Unknown,Unknown,8.6
SSN College of Engineering - [SSNCE],Unknown,Unknown,9.5
SVKM's Institute of Technology - [SVKM's-IOT],Unknown,Unknown,7.8
SVS Group of Institutions,Unknown,Unknown,5.1
Sagar Institute of Research and Technology - [SIRT],Unknown,Unknown,9.0
"Sagar Institute of Science and Technology - [SISTec] -_x000D_
 Sagar Group of Institutions",Unknown,Unknown,9.5
Sagi Ramakrishnam Raju Engineering College - [SRKR ],Unknown,Unknown,8.4
Saharsa College of Engineering - [SCE],Unknown,Unknown,8.3
Sahyadri College of Engineering & Management (SCEM),Unknown,Unknown,8.5
Sai Vidya Institute of Technology - [SVIT],Unknown,Unknown,7.5
Saintgits College of Engineering,Unknown,Unknown,8.7
Sal Engineering and Technical Institute - [SETI],Unknown,Unknown,5.8
Sam Higginbottom University of Agriculture Technology and Sciences - [SHUATS],Unknown,Unknown,8.3
Sambhram Institute of Technology - [SAIT],Unknown,Unknown,7.3
Samrat Ashok Technological  Institute - [S.A.T.I],Unknown,Unknown,5.5
Sanjivani College of Engineering Kopargaon,Unknown,Unknown,8.5
Sanketika Vidya Parishad Engineering College,Unknown,Unknown,5.3
Sanskar Educational Group - [SEG],Unknown,Unknown,8.6
Sant Longowal Institute of Engineering and Technology - [SLIET],Unknown,Unknown,8.7
Saranathan College of Engineering - [SCE],Unknown,Unknown,8.7
Sardar Patel Institute of Technology - [SPIT],Unknown,Unknown,8.0
Sardar Vallabhbhai National Institute of Technology - [SVNIT],Unknown,Unknown,8.0
Sardar Vallabhbhai Patel Institute of Technology - [SVIT] Vasad,Unknown,Unknown,8.2
Sarvajanik College of Engineering and Technology - [SCET],Unknown,Unknown,7.5
Sat Kabir Institute of Technology and Management - [SKITM],Unknown,Unknown,3.7
Sathyabama Institute of Science and Technology,Unknown,Unknown,8.2
Saveetha Engineering College - [SEC],Unknown,Unknown,8.7
Saveetha Institute of Medical And Technical Sciences - [SIMATS],Unknown,Unknown,7.7
Saveetha School of Engineering - [SSE],Unknown,Unknown,9.7
Scholar's Institute of Technology and Management - [SITM],Unknown,Unknown,6.3
Shadan College of Engineering & Technology - [SCET],Unknown,Unknown,6.2
Shah and Anchor Kutchhi Engineering College - [SAKEC],Unknown,Unknown,8.2
Shanti Institute of Technology - [SIT],Unknown,Unknown,8.8
Shantilal Shah Engineering College - [SSEC],Unknown,Unknown,7.3
Sharad Institute of Technology College of Engineering,Unknown,Unknown,10.0
Sharda University - [SU],Unknown,Unknown,7.7
Shekhawati Group of Institutions,Unknown,Unknown,6.3
Shershah College of Engineering - [SCE],Unknown,Unknown,9.3
Shiv Nadar University - [SNU],Unknown,Unknown,8.9
Shivajirao S. Jondhle College of Engineering and Technology,Unknown,Unknown,7.7
Shoolini University,Unknown,Unknown,8.0
Shree LR Tiwari College of Engineering - [SLRTCE],Unknown,Unknown,6.8
Shree Ramchandra College of Engineering - [SRCOE],Unknown,Unknown,4.3
Shree Swaminarayan Institute of Technology- [SSIT],Unknown,Unknown,6.0
Shreeyash College of Engineering and Technology - [SYCET],Unknown,Unknown,7.5
Shri Govindram Seksaria Institute of Technology and Science- [SGSITS],Unknown,Unknown,7.2
Shri Guru Gobind Singhji Institute of Engineering and Technology - [SGGSIE&T],Unknown,Unknown,6.0
Shri Ram Group of Colleges - [SRGC],Unknown,Unknown,6.3
Shri Ram Institute of Technology - [SRIT],Unknown,Unknown,8.2
Shri Ramdeobaba College of Engineering and Management - [RCOEM],Unknown,Unknown,8.3
Shri Ramswaroop Memorial College of Engineering and Management -  [SRMCM],Unknown,Unknown,8.6
Shri Rawatpura Sarkar Institute of Technology,Unknown,Unknown,8.7
Shri Sapthagiri Institute of Technology - [SSIT],Unknown,Unknown,9.7
Shri Vaishnav Vidyapeeth Vishwavidyalaya - [SVVV],Unknown,Unknown,7.9
Shri Vishnu Engineering College for Women - [SVECW],Unknown,Unknown,9.5
Siddaganga Institute of Technology - [SIT],Unknown,Unknown,8.9
Siddharth Institute of Engineering & Technology - [SIETK],Unknown,Unknown,8.4
Siddhartha Institute of Engineering and Technology - [SIET],Unknown,Unknown,8.9
Siddhartha Institute of Science & Technology - [SISTK],Unknown,Unknown,9.0
Siddhartha Institute of Technology and Sciences - [SITS],Unknown,Unknown,7.2
Sikkim Manipal Institute of Technology - [SMIT],Unknown,Unknown,8.7
Siksha 'O' Anusandhan University - [SOA],Unknown,Unknown,8.5
Silicon Institute of Technology - [SIT],Unknown,Unknown,7.6
Siliguri Institute of Technology - [SIT],Unknown,Unknown,7.5
Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,Unknown,Unknown,7.6
Sinhgad Institute of Technology - [SIT] Lonavala,Unknown,Unknown,8.6
Sinhgad Institute of Technology and Science -[SITS] Narhe,Unknown,Unknown,8.2
Sir M Visvesvaraya Institute of Technology - [Sir MVIT],Unknown,Unknown,8.8
Smt Kashibai Navale College of Engineering - [SKNCOE] Vadgaon,Unknown,Unknown,8.5
Smt. Indira Gandhi College of Engineering - [SIGCE],Unknown,Unknown,8.2
Sona College of Technology,Unknown,Unknown,8.8
Sphoorthy Engineering College - [SPHN],Unknown,Unknown,10.0
Sree Chaitanya College of Engineering - [SCCE],Unknown,Unknown,6.7
Sree Chaitanya Institute of  Technological Sciences,Unknown,Unknown,8.7
Sree Dattha Institute of Engineering and Science - [SDES],Unknown,Unknown,3.7
Sree Vidyanikethan Engineering College - [SVEC],Unknown,Unknown,8.7
Sreenidhi Institute of Science and Technology - [SNIST],Unknown,Unknown,8.5
Sreenivasa Institute of Technology & Management Studies - [SITAMS],Unknown,Unknown,8.7
Sreepathy Institute of Management and Technology - [SIMAT] Vavannor,Unknown,Unknown,9.5
Sreyas Institute of Engineering and Technology - [SIET],Unknown,Unknown,8.5
Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,Unknown,Unknown,8.6
Sri Indu Institute of Engineering & Technology - [SIIET],Unknown,Unknown,7.8
Sri Jayachamarajendra College of Engineering - [SJCE],Unknown,Unknown,8.1
Sri Jayaram Institute of Engineering and Technology - [SJIET],Unknown,Unknown,9.2
Sri Krishna College of Engineering and Technology - [SKCET],Unknown,Unknown,8.4
Sri Ramanujar Engineering College - [SREC],Unknown,Unknown,9.0
Sri Sairam College of Engineering,Unknown,Unknown,6.8
Sri Sairam Engineering College,Unknown,Unknown,8.7
Sri Shakthi Institute of Engineering and Technology - [SIET],Unknown,Unknown,5.7
Sri Siddhartha Institute of Technology - [SSIT],Unknown,Unknown,7.8
Sri Vasavi Engineering College - [SVEC],Unknown,Unknown,6.8
Sri Venkateswara College of Engineering & Technology - [SVCET],Unknown,Unknown,4.0
Sri Venkateswara College of Engineering - [SVCE],Unknown,Unknown,8.3
Sri Venkateswara College of Engineering and Technology - [SVCET],Unknown,Unknown,6.7
Sri Venkateswara University - [SVU],Unknown,Unknown,8.0
Srinivasa Ramanujan Institute of Technology - [SRIT],Unknown,Unknown,5.8
St Joseph College of Engineering,Unknown,Unknown,6.2
St Joseph Engineering College - [SJEC],Unknown,Unknown,9.5
St Peter's College of Engineering and Technology - [SPCET],Unknown,Unknown,7.7
St Vincent Pallotti College of Engineering and Technology -[SVPCET],Unknown,Unknown,9.5
St. Aloysius Institute of Technology - [SAIT],Unknown,Unknown,9.5
St. Mary’s Group of Institutions,Unknown,Unknown,6.0
